PELÍCULA,DIRECTOR,CICLO/ESTRENO,PAIS,ASISTENCIA,FUNCIONES,GENERO,PERIODO,MES,EXHIBIDA
Un final feliz,Michael Haneke,Continua en Cartelera,Francia / Alemania / Austria,2413,18,ADULTOS,2018,AGOSTO,SALA
Lucky,John Carroll Lynch,Continua en Cartelera,Estados Unidos,1194,11,ADULTOS,2018,AGOSTO,SALA
"Rita, el documental",Arturo Díaz Santana,MIC GÉNERO,México,180,1,ADULTOS,2018,AGOSTO,SALA
Chang,Merian C. Copper y Ernest B. Schoedsack,Linterna mágica,,201,1,INFANTIL,2018,AGOSTO,SALA
Isla de perros,Wes Anderson,Continua en Cartelera,Alemania / Estados Unidos,13405,60,ADULTOS,2018,AGOSTO,SALA
"Arriba, abajo y a los lados",Varios,MIC GÉNERO,India,50,1,ADULTOS,2018,AGOSTO,SALA
El intenso ahora,João Moreira Salles,Continua en Cartelera,Brasil,234,8,ADULTOS,2018,AGOSTO,SALA
Tiempo compartido,Sebastian Hofmann,ESTRENO,México / Holanda,374,2,ADULTOS,2018,AGOSTO,SALA
Nadie nos mira,Julia Solomonoff,Continua en Cartelera,Argentina / España / Colombia / Brasil / Estados Unidos,133,3,ADULTOS,2018,AGOSTO,SALA
Desobediencia,Sebastián Lelio,Continua en Cartelera,Estados Unidos / Irlanda / Reino Unido,3076,19,ADULTOS,2018,AGOSTO,SALA
El Ángel en el Reloj,Miguel Ángel Uriegas,DÍA NACIONAL DEL CINE MEXICANO,México,174,1,INFANTIL,2018,AGOSTO,SALA
Niñato,Adrián Orr,Continua en Cartelera,España,26,1,ADULTOS,2018,AGOSTO,SALA
Cuervos,Jens Assur,ESTRENO,Suecia,2328,29,ADULTOS,2018,AGOSTO,SALA
Cortos IMCINE 2018,Varios,Relaciones Públicas,varios,200,6,ADULTOS,2018,AGOSTO,SALA
Vidas errantes,Juan Antonio de la Riva,Vinculación Educativa,Varios,30,1,ADULTOS,2018,AGOSTO,SALA
Matatena 2018: Programa 1,varios,Continua en Cartelera,Noruega,199,1,INFANTIL,2018,AGOSTO,SALA
Matatena 2018: Programa 2,varios,Continua en Cartelera,Varios,197,1,INFANTIL,2018,AGOSTO,SALA
Matatena 2018: Programa 3,varios,Continua en Cartelera,India,104,1,INFANTIL,2018,AGOSTO,SALA
Matatena 2018: Programa 4,varios,Continua en Cartelera,Varios,118,1,INFANTIL,2018,AGOSTO,SALA
Matatena 2018: Programa 5,varios,Continua en Cartelera,Varios,198,1,INFANTIL,2018,AGOSTO,SALA
Matatena 2018: Programa 6,varios,Continua en Cartelera,Alemania,359,1,INFANTIL,2018,AGOSTO,SALA
Matatena 2018: Programa 7,varios,Continua en Cartelera,Varios,139,1,INFANTIL,2018,AGOSTO,SALA
Matatena 2018: Programa 8,varios,Continua en Cartelera,Alemania,134,1,INFANTIL,2018,AGOSTO,SALA
Matatena 2018: Programa 10,varios,Continua en Cartelera,Varios,298,1,INFANTIL,2018,AGOSTO,SALA
Matatena 2018: Programa 11,varios,Continua en Cartelera,Varios,196,1,INFANTIL,2018,AGOSTO,SALA
Matatena 2018: Programa 12,varios,Continua en Cartelera,Varios,276,1,INFANTIL,2018,AGOSTO,SALA
Matatena 2018: Programa 13,varios,Continua en Cartelera,Varios,174,1,INFANTIL,2018,AGOSTO,SALA
Matatena 2018: Programa 16,varios,Continua en Cartelera,Varios,95,1,INFANTIL,2018,AGOSTO,SALA
Matatena 2018: Programa 17,varios,Continua en Cartelera,Varios,131,1,INFANTIL,2018,AGOSTO,SALA
Matatena 2018: Programa 18,varios,Continua en Cartelera,Varios,281,1,INFANTIL,2018,AGOSTO,SALA
Silvana,"Mika Gustafson, Olivia Kastebring, Christina Tsiobanelis",MIC GÉNERO,Suecia,593,4,ADULTOS,2018,AGOSTO,SALA
Who's Gonna Love Me Now?,"Tomer Heymann, Barak Heymann",MIC GÉNERO,Israel,22,1,ADULTOS,2018,AGOSTO,SALA
Ingrid / Trabajo,Morrisa Maltz / Sam Griffith,MIC GÉNERO,Estados Unidos,33,1,ADULTOS,2018,AGOSTO,SALA
Jimmie,Jesper Ganslandt,BLACK CANVAS,Suecia,187,2,ADULTOS,2018,AGOSTO,SALA
Queercore: how to punk a revolution,Yony Leyser,BLACK CANVAS,Alemania,174,1,ADULTOS,2018,AGOSTO,SALA
Mama Colonel,Dieudo Hamadi,BLACK CANVAS,República Democrática del Congo,62,1,ADULTOS,2018,AGOSTO,SALA
Catch the wind,Gaël Morel,MIC GÉNERO,Francia,173,1,ADULTOS,2018,AGOSTO,SALA
My Wonderful West Berlin,Jochen Hick,MIC GÉNERO,Alemania,149,1,ADULTOS,2018,AGOSTO,SALA
Alaska is a Drag,Shaz Bennett,MIC GÉNERO,Estados Unidos,35,1,ADULTOS,2018,AGOSTO,SALA
Cosas que nunca te dije,Isabel Coixet,MIC GÉNERO,España,174,1,ADULTOS,2018,AGOSTO,SALA
The Rape of the Truck Driver,Juliette Chenais de Busscher,MIC GÉNERO,Francia,89,1,ADULTOS,2018,AGOSTO,SALA
Before I met you,Zuzana Límová,MIC GÉNERO,Eslovaquia,40,1,ADULTOS,2018,AGOSTO,SALA
Birds are singing in Kigali,"Joanna Kos-Krauze, Krzysztof Krauze",MIC GÉNERO,Polonia,174,1,ADULTOS,2018,AGOSTO,SALA
Paraiso (Dir. Pablo Falá),Pablo Falá,MIC GÉNERO,Argentina,42,1,ADULTOS,2018,AGOSTO,SALA
The founders,"Charlene Fisk, Carrie Schrader",MIC GÉNERO,Estados Unidos,1,1,ADULTOS,2018,AGOSTO,SALA
Ayer no termina nunca,Isabel Coixet,MIC GÉNERO,España,103,1,ADULTOS,2018,AGOSTO,SALA
Heredera del viento,Gloria Carrión Fonseca,MIC GÉNERO,Nicaragua,104,1,ADULTOS,2018,AGOSTO,SALA
Un hombre mejor,Attiya Khan & Lawrence Jackman,MIC GÉNERO,Canadá,24,1,ADULTOS,2018,AGOSTO,SALA
La elegida,Isabel Coixet,MIC GÉNERO,Estados Unidos,91,1,ADULTOS,2018,AGOSTO,SALA
No se mata la verdad,Coitza Grecko,MIC GÉNERO/Función privada,México,180,1,ADULTOS,2018,AGOSTO,SALA
Scrum,Poppy Stockell,MIC GÉNERO,Australia,13,1,ADULTOS,2018,AGOSTO,SALA
Mapa de los sonidos de Tokio, Isabel Coixet,MIC GÉNERO,España,49,1,ADULTOS,2018,AGOSTO,SALA
Dolores,Peter Bratt.  Jesse Dana,MIC GÉNERO,Estados Unidos,225,2,ADULTOS,2018,AGOSTO,SALA
Los viejos,Rosana Matecki,MIC GÉNERO,Venezuela,62,1,ADULTOS,2018,AGOSTO,SALA
Mientras se espera,Paola Villanueva Bidault,MIC GÉNERO,México,44,1,ADULTOS,2018,AGOSTO,SALA
Locura al aire,"Alicia Cano, Leticia Cuba",MIC GÉNERO,Uruguay,125,1,ADULTOS,2018,AGOSTO,SALA
No viajaré escondida,Pablo Zubizarreta,MIC GÉNERO,"Argentina, Uruguay",93,1,ADULTOS,2018,AGOSTO,SALA
Omar y Gloria,Jimmy Cohen,MIC GÉNERO,México,65,1,ADULTOS,2018,AGOSTO,SALA
Nadie quiere la noche,Isabel Coixet,MIC GÉNERO,España,115,1,ADULTOS,2018,AGOSTO,SALA
Desde que bailas,"Beatriz Osorno, Álvaro Torrelli",MIC GÉNERO,España,121,1,ADULTOS,2018,AGOSTO,SALA
Miss Rosewood,Helle Jensen,MIC GÉNERO,Dinamarca,69,1,ADULTOS,2018,AGOSTO,SALA
El Buquinista,Gibrán Bazán,Continua en Cartelera,México / Francia,3146,39,ADULTOS,2018,AGOSTO,SALA
La región de Ardenas,Robin Pront,Continua en Cartelera,Bélgica,1757,32,ADULTOS,2018,AGOSTO,SALA
La hora de los hornos parte 2 y 3,Fernando E. Solanas,FERNANDO SOLANAS A 50 AÑOS DE LA HORA DE LOS HORNOS,Argentina,35,1,ADULTOS,2018,AGOSTO,SALA
Gritos y susurros,Ingmar Bergman,INGMAR BERGMAN CELEBRANDO 100 AÑOS DE SU NACIMIENTO,Suecia,478,3,ADULTOS,2018,AGOSTO,SALA
El legado estrátegico de Juan Perón,Fernando E. Solanas,FERNANDO SOLANAS A 50 AÑOS DE LA HORA DE LOS HORNOS,Argentina,16,1,ADULTOS,2018,AGOSTO,SALA
Mi vida sin mí,Isabel Coixet,MIC GÉNERO,España / Canadá,72,1,ADULTOS,2018,AGOSTO,SALA
Primera dama de la revolución,Andrea Kalin,Continua en Cartelera,Costa Rica / Estados Unidos,670,24,ADULTOS,2018,AGOSTO,SALA
El viaje,Fernando E. Solanas,Cineclub 43,Argentina / Francia / México / España,109,2,ADULTOS,2018,AGOSTO,SALA
Tierra sublevada I: oro impuro,Fernando E. Solanas,Básicos de cine catalán,Argentina / Venezuela,39,1,ADULTOS,2018,AGOSTO,SALA
Es verdad pero no aquí,Luuk Bouwman,ESTRENO,Países bajos,677,18,ADULTOS,2018,AGOSTO,SALA
"Loveling, amor de madre",Gustavo Pizzi,ESTRENO,Brasil / Uruguay,1816,30,ADULTOS,2018,AGOSTO,SALA
Chavela Vargas,Catherine Gund y Daresha Kyi,ESTRENO,México / España / Estados Unidos,8170,48,ADULTOS,2018,AGOSTO,SALA
La hora del lobo, Ingmar Bergman,INGMAR BERGMAN CELEBRANDO 100 AÑOS DE SU NACIMIENTO,Suecia,1816,12,ADULTOS,2018,AGOSTO,SALA
Tabú (Dir. Friedrich Wilhelm Murna), Miguel Gomes,CLÁSICOS EN PANTALLA GRANDE,Portugal / Brasil / Alemania / Francia,323,2,ADULTOS,2018,AGOSTO,SALA
Charla Cine y Literatura: Las primeras raíces,varios,CHARLA CINE Y LITERATURA,varios,717,4,ADULTOS,2018,AGOSTO,SALA
La vida y no sus lamentos,varios,Presentación del libro: Tras las lentes de Isabel,México,13,1,ADULTOS,2018,AGOSTO,SALA
Matatena 2018: Retrospectiva Chile,varios,Miradas del presente,Chile,38,1,INFANTIL,2018,AGOSTO,SALA
Matatena 2018: Retrospectiva La Habana,varios,Miradas del presente,Cuba,20,1,INFANTIL,2018,AGOSTO,SALA
Matatena 2018: mesa redonda Reflexiones sobre el f,varios,Miradas del presente,,46,1,INFANTIL,2018,AGOSTO,SALA
Siempre te esperaré,Wim Wenders,ESTRENO,Alemania / Estados Unidos / España / Francia,3253,26,ADULTOS,2018,AGOSTO,SALA
Conferencia Un día sin mexicanos,Sergio Arau,Extensión acádemica,México / Estados Unidos / España,190,1,ADULTOS,2018,AGOSTO,SALA
Lo que importa es vivir,,Vinculación Educativa,,20,1,ADULTOS,2018,AGOSTO,SALA
Presentación editorial NEW QUEER CINEMA,varios,MIC GÉNERO,,27,1,ADULTOS,2018,AGOSTO,SALA
Ciudad Dorada,John Huston,CLÁSICOS EN PANTALLA GRANDE,Estados Unidos,414,2,ADULTOS,2018,AGOSTO,SALA
La negrada,Jorge Pérez Solano,ESTRENO,México,3884,31,ADULTOS,2018,AGOSTO,SALA
Matatena 2018: Retrospectiva La Valencia,varios,Básicos de cine catalán,España,32,1,INFANTIL,2018,AGOSTO,SALA
3 días en Quiberon,Emily Atef,17 SEMANA DE CINE ALEMÁN,Alemania / Austria / Francia,507,3,ADULTOS,2018,AGOSTO,SALA
Beuys,Andres Veiel,RETROSPECTIVA ANDRES VEIEL,Alemania,453,3,ADULTOS,2018,AGOSTO,SALA
Ciego y feo,Tom Lass,17 SEMANA DE CINE ALEMÁN,Alemania,328,1,ADULTOS,2018,AGOSTO,SALA
Corazón salvaje,Charly Hübner y Sebastian Schultz,17 SEMANA DE CINE ALEMÁN,Alemania,536,3,ADULTOS,2018,AGOSTO,SALA
El verano largo de la teoría, Irene von Alberti,17 SEMANA DE CINE ALEMÁN,Alemania,200,2,ADULTOS,2018,AGOSTO,SALA
En los pasillos,Thomas Stuber,17 SEMANA DE CINE ALEMÁN, Alemania,606,3,ADULTOS,2018,AGOSTO,SALA
En tránsito (Dir. Christian Petzold),Christian Petzold,17 SEMANA DE CINE ALEMÁN,Alemania / Francia,788,3,ADULTOS,2018,AGOSTO,SALA
Global family,Melanie Andernach y Andreas Köhler,17 SEMANA DE CINE ALEMÁN,Alemania / Canadá / Etiopia / Italia,148,2,ADULTOS,2018,AGOSTO,SALA
Luz,Tilman Singer,17 SEMANA DE CINE ALEMÁN,Alemania,701,3,ADULTOS,2018,AGOSTO,SALA
Pamparios, Florian Seufert,17 SEMANA DE CINE ALEMÁN,Alemania / México,75,1,ADULTOS,2018,AGOSTO,SALA
El castillo de la pureza,Arturo Ripstein,DÍA DEL CINE MEXICANO PELÍCULAS RESTAURADAS,México,393,1,ADULTOS,2018,AGOSTO,SALA
Timm Thaler o la risa vendida,Andreas Dresen,17 SEMANA DE CINE ALEMÁN,Alemania,323,3,INFANTIL,2018,AGOSTO,SALA
Ruido rural,Lisa Miller,17 SEMANA DE CINE ALEMÁN,Alemania,332,2,ADULTOS,2018,AGOSTO,SALA
Revolución silenciosa,Lars Kraume,17 SEMANA DE CINE ALEMÁN,Alemania,371,2,ADULTOS,2018,AGOSTO,SALA
Viento en proa,Philipp Eichholtz,17 SEMANA DE CINE ALEMÁN,Alemania,348,2,ADULTOS,2018,AGOSTO,SALA
´68- banderas rojas para todos,Varios,17 SEMANA DE CINE ALEMÁN,Alemania,288,2,ADULTOS,2018,AGOSTO,SALA
"Lotte y Luisa, gemelas a bordo",Lancelot von Naso,LA MATATENA 23° FESTIVAL INTERNACIONAL DE CINE PARA NIÑOS,Alemania,179,2,INFANTIL,2018,AGOSTO,SALA
La Celestina,Fernando de Rojas,PRESENTACIÓN EDITORIAL,España,122,1,ADULTOS,2018,AGOSTO,SALA
Tamara y la catarina, Lucía Carreras,TALENTO EMERGENTE,México / España,174,1,ADULTOS,2018,AGOSTO,SALA
"Mariana, Mariana",Alberto Isaac,DÍA DEL CINE MEXICANO PELÍCULAS RESTAURADAS,México,136,1,ADULTOS,2018,AGOSTO,SALA
La leyenda del Charro Negro,Alberto Rodriguez,DÍA NACIONAL DEL CINE MEXICANO,México,90,1,INFANTIL,2018,AGOSTO,SALA
Isla Calaca,Leopoldo Aguilar,DÍA NACIONAL DEL CINE MEXICANO,México,94,1,INFANTIL,2018,AGOSTO,SALA
Enfemme,Alba Barbé i Serra,MIC GÉNERO,España,42,1,ADULTOS,2018,AGOSTO,SALA
Charla: Día del Cine Mexicano,varios,CHARLA CINE Y LITERATURA,México,143,1,ADULTOS,2018,AGOSTO,SALA
Ellos lucharon por la patria,Serguéi Bondarchuk,VÍNCULACIÓN EDUCATIVA,URSS,10,1,ADULTOS,2018,AGOSTO,SALA
"Lecumberri, El Palacio Negro",Arturo Ripstein,VÍNCULACIÓN EDUCATIVA,México,40,1,ADULTOS,2018,AGOSTO,SALA
Mente revólver,Alejandro Ramírez Corona,ESTRENO,México,3112,27,ADULTOS,2018,AGOSTO,SALA
Coloquio Nacional de Historia del Cine Regional,varios,Extensión acádemica,México,62,3,ADULTOS,2018,AGOSTO,SALA
Sra. Hyde,Serge Bozon,BLACK CANVAS, Francia / Bélgica,389,1,ADULTOS,2018,AGOSTO,SALA
Luciferina,Gonzalo Calzada,MACABRO,Argentina,268,1,ADULTOS,2018,AGOSTO,SALA
Ruin me,Preston DeFrancis,MACABRO,Estados Unidos,212,1,ADULTOS,2018,AGOSTO,SALA
Persona,Ingmar Bergman,INGMAR BERGMAN CELEBRANDO 100 AÑOS DE SU NACIMIENTO,Suecia,1848,12,ADULTOS,2018,AGOSTO,SALA
Los sobrevivientes,Andres Veiel,CLÁSICOS EN PANTALLA GRANDE,Alemania,258,2,ADULTOS,2018,AGOSTO,SALA
Mi querido Tom Mix,Carlos García Agraz,DÍA DEL CINE MEXICANO PELÍCULAS RESTAURADAS,México,45,1,ADULTOS,2018,AGOSTO,SALA
Perfume de violetas (nadie te oye), Maryse Sistach,DÍA DEL CINE MEXICANO PELÍCULAS RESTAURADAS,México,174,1,ADULTOS,2018,AGOSTO,SALA
"Nico, 1988",Susanna Nicchiarelli,BLACK CANVAS,Italia-Bélgica,35,1,ADULTOS,2018,AGOSTO,SALA
Fail to Appear,Antoine Bourges,BLACK CANVAS,Canadá,34,1,ADULTOS,2018,AGOSTO,SALA
La imagen que perdiste,Dónal Foreman,BLACK CANVAS,Francia / Irlanda / Estados Unidos / Reino Unido,85,1,ADULTOS,2018,AGOSTO,SALA
Sra. Fang,Wang Bing,BLACK CANVAS,Francia / China / Alemania,105,1,ADULTOS,2018,AGOSTO,SALA
La cama,Mónica Lairana,BLACK CANVAS,Argentina / Brasil / Países Bajos / Alemania,16,1,ADULTOS,2018,AGOSTO,SALA
Aquellos que están bien,Silvan Hillmann,BLACK CANVAS,Suiza,104,1,ADULTOS,2018,AGOSTO,SALA
Grass,Hong Sang-soo,BLACK CANVAS,Corea del Sur,95,1,ADULTOS,2018,AGOSTO,SALA
Sueño de una noche invernal,Andres Veiel,RETROSPECTIVA ANDRES VEIEL,Alemania,48,2,ADULTOS,2018,AGOSTO,SALA
Balagan,Andres Veiel,RETROSPECTIVA ANDRES VEIEL,Alemania / Francia,106,2,ADULTOS,2018,AGOSTO,SALA
Los sobrevivientes (Dir. Andres Veiel),Andres Veiel,RETROSPECTIVA ANDRES VEIEL,Alemania,120,2,ADULTOS,2018,AGOSTO,SALA
Caja Negra RFA,Andres Veiel,RETROSPECTIVA ANDRES VEIEL,Alemania,212,2,ADULTOS,2018,AGOSTO,SALA
Pasión por actuar,Andres Veiel,RETROSPECTIVA ANDRES VEIEL,Alemania,113,2,ADULTOS,2018,AGOSTO,SALA
Mademoiselle Paradise (Licht),Barbara Albert,BLACK CANVAS,Austria / Alemania,50,1,ADULTOS,2018,AGOSTO,SALA
Apóyate en mí,Andrew Haigh,ESTRENO,Reino Unido / Estados Unidos,1136,13,ADULTOS,2018,AGOSTO,SALA
Master Class Mick Garris: Master of Horror,Mick Garris,MACABRO FESTIVAL INTERNACIONAL DE CINE DE HORROR DE LA CIUDAD DE MÉXICO,Estados Unidos,117,1,ADULTOS,2018,AGOSTO,SALA
Sleepwalkers,Mick Garris,MACABRO FESTIVAL INTERNACIONAL DE CINE DE HORROR DE LA CIUDAD DE MÉXICO,Estados Unidos,232,1,ADULTOS,2018,AGOSTO,SALA
Critters 2,Mick Garris,MACABRO FESTIVAL INTERNACIONAL DE CINE DE HORROR DE LA CIUDAD DE MÉXICO,,242,1,ADULTOS,2018,AGOSTO,SALA
Malditos sean,Fabián Forte y Demián Rugna,MACABRO FESTIVAL INTERNACIONAL DE CINE DE HORROR DE LA CIUDAD DE MÉXICO,Argentina,163,1,ADULTOS,2018,AGOSTO,SALA
Vidar Vampyr,Thomas Aske Berg y Fredrik Waldeland,MACABRO FESTIVAL INTERNACIONAL DE CINE DE HORROR DE LA CIUDAD DE MÉXICO,Noruega,358,1,ADULTOS,2018,AGOSTO,SALA
Snowflake,"Adolfo Kolmerer, William James",MACABRO FESTIVAL INTERNACIONAL DE CINE DE HORROR DE LA CIUDAD DE MÉXICO,Alemania,339,1,ADULTOS,2018,AGOSTO,SALA
La corporación,Fabián Forte,MACABRO FESTIVAL INTERNACIONAL DE CINE DE HORROR DE LA CIUDAD DE MÉXICO,Argentina,171,1,ADULTOS,2018,AGOSTO,SALA
Living space,Steven Spiel,MACABRO FESTIVAL INTERNACIONAL DE CINE DE HORROR DE LA CIUDAD DE MÉXICO,Australia,196,1,ADULTOS,2018,AGOSTO,SALA
La otra magia,Leandro Bartoletti,MACABRO FESTIVAL INTERNACIONAL DE CINE DE HORROR DE LA CIUDAD DE MÉXICO,Argentina,97,1,ADULTOS,2018,AGOSTO,SALA
Trauma,Lucio A. Rojas,MACABRO FESTIVAL INTERNACIONAL DE CINE DE HORROR DE LA CIUDAD DE MÉXICO,Chile,163,1,ADULTOS,2018,AGOSTO,SALA
No canto do olho,Sérgio Gomes,MACABRO FESTIVAL INTERNACIONAL DE CINE DE HORROR DE LA CIUDAD DE MÉXICO,Brasil,133,1,ADULTOS,2018,AGOSTO,SALA
Destino das sombras,Klaus´Berg Nippes Bragança,MACABRO FESTIVAL INTERNACIONAL DE CINE DE HORROR DE LA CIUDAD DE MÉXICO,Brasil,84,1,ADULTOS,2018,AGOSTO,SALA
The witch files,Kyle Rankin,MACABRO FESTIVAL INTERNACIONAL DE CINE DE HORROR DE LA CIUDAD DE MÉXICO,Estados Unidos,110,1,ADULTOS,2018,AGOSTO,SALA
Kyrsyä - Tuftland,Roope Olenius,MACABRO FESTIVAL INTERNACIONAL DE CINE DE HORROR DE LA CIUDAD DE MÉXICO,Finlandia,137,1,ADULTOS,2018,AGOSTO,SALA
After the letargy,Marc Carreté,MACABRO FESTIVAL INTERNACIONAL DE CINE DE HORROR DE LA CIUDAD DE MÉXICO,España,102,1,ADULTOS,2018,AGOSTO,SALA
Mis demonios nunca juraron soledad,Jorge Leyva,MACABRO FESTIVAL INTERNACIONAL DE CINE DE HORROR DE LA CIUDAD DE MÉXICO,México,255,1,ADULTOS,2018,AGOSTO,SALA
Hostile,Mathieu Turi,MACABRO FESTIVAL INTERNACIONAL DE CINE DE HORROR DE LA CIUDAD DE MÉXICO,Francia,308,1,ADULTOS,2018,AGOSTO,SALA
Framed, Marc Martínez Jordán,MACABRO FESTIVAL INTERNACIONAL DE CINE DE HORROR DE LA CIUDAD DE MÉXICO,España,111,1,ADULTOS,2018,AGOSTO,SALA
México bárbaro II,"Abraham Sánchez, Carlos Meléndez, Christian Cueva",MACABRO FESTIVAL INTERNACIONAL DE CINE DE HORROR DE LA CIUDAD DE MÉXICO,México,286,1,ADULTOS,2018,AGOSTO,SALA
A mata negra,Rodrigo Aragao,MACABRO FESTIVAL INTERNACIONAL DE CINE DE HORROR DE LA CIUDAD DE MÉXICO,Brasil,112,1,ADULTOS,2018,AGOSTO,SALA
Presentación del libro Alucarda,Varios,PRESENTACIÓN EDITORIAL/MACABRO,México,190,1,ADULTOS,2018,AGOSTO,SALA
Outrage CODA,Takeshi Kitano,BLACK CANVAS,Japón,60,1,ADULTOS,2018,AGOSTO,SALA
*,Johann Lurf,BLACK CANVAS,Austria,160,1,ADULTOS,2018,AGOSTO,SALA
Doel, Frederik Sølberg,BLACK CANVAS,Dinamarca / Bélgica,96,1,ADULTOS,2018,AGOSTO,SALA
Of time and the sea,Peter Sant,BLACK CANVAS,Malta / Reino Unido,80,1,ADULTOS,2018,AGOSTO,SALA
Tokyo Vampire Hotel,Shion Sono,BLACK CANVAS,Japón,174,1,ADULTOS,2018,AGOSTO,SALA
Hasta que los pájaros regresen,Karim Moussaoui,BLACK CANVAS,Francia / Argelia / Alemania / Catar,146,1,ADULTOS,2018,AGOSTO,SALA
Relaxer,Joel Potrykus,BLACK CANVAS,Estados Unidos,144,1,ADULTOS,2018,AGOSTO,SALA
Sarajevo songs of woe,Fred Kelemen,BLACK CANVAS,Bosnia / Alemania,170,1,ADULTOS,2018,AGOSTO,SALA
Día de Victoria,Sergei Loznitsa,BLACK CANVAS,Alemania / Lituania,65,1,ADULTOS,2018,AGOSTO,SALA
Los muchachos salvajes,Bertrand Mandico,BLACK CANVAS,Francia,128,1,ADULTOS,2018,AGOSTO,SALA
Roi Solei,Albert Serra,BLACK CANVAS,España / Portugal,22,1,ADULTOS,2018,AGOSTO,SALA
El golpe,Andres Veiel,RETROSPECTIVA ANDRES VEIEL,Alemania,187,2,ADULTOS,2018,AGOSTO,SALA
¿Quién sino nosotros?,Andres Veiel,RETROSPECTIVA ANDRES VEIEL,Alemania,346,2,ADULTOS,2018,AGOSTO,SALA
"Humano, espacio, tiempo y humano",Kim Ki-duk,BLACK CANVAS,Corea del Sur,349,1,ADULTOS,2018,AGOSTO,SALA
Matineé,Jennifer Lyon Bell,VÍNCULACIÓN EDUCATIVA,Estados Unidos / Holanda,28,1,INFANTIL,2018,AGOSTO,SALA
Wiñaypacha,Óscar Catacora,PRISMAS CINEMATOGRÁFICOS DEL PERÚ,Perú,64,1,ADULTOS,2018,AGOSTO,SALA
Microbús,Alejandro Small,PRISMAS CINEMATOGRÁFICOS DEL PERÚ,Perú,34,1,ADULTOS,2018,AGOSTO,SALA
Sobre las brasas,Mary Jiménez y Bénédicte Liénard,PRISMAS CINEMATOGRÁFICOS DEL PERÚ,Perú / Bélgica,19,1,ADULTOS,2018,AGOSTO,SALA
Ana y Bruno,Carlos Carrera,ESTRENO,México,85,2,INFANTIL,2018,AGOSTO,SALA
El insulto,Ziad Doueiri,ESTRENO,Líbano / Francia / Chipre / Bélgica / Estados Unidos,182,2,ADULTOS,2018,AGOSTO,SALA
El tercer espacio. Cien años en comunidad,Nejemye Tenenbaum,ESTRENO,México,50,1,ADULTOS,2018,AGOSTO,SALA
The crescent,Seth A. Smith,MACABRO FESTIVAL INTERNACIONAL DE CINE DE HORROR DE LA CIUDAD DE MÉXICO,Canadá,121,1,ADULTOS,2018,AGOSTO,SALA
The next kill,Mike McCutchen,MACABRO FESTIVAL INTERNACIONAL DE CINE DE HORROR DE LA CIUDAD DE MÉXICO,Estados Unidos,211,1,ADULTOS,2018,AGOSTO,SALA
Christmas blood,Reinert Kiil,MACABRO FESTIVAL INTERNACIONAL DE CINE DE HORROR DE LA CIUDAD DE MÉXICO,Noruega,333,1,ADULTOS,2018,AGOSTO,SALA
Algo se debe romper,Enrique Méndez Valverde,PRISMAS CINEMATOGRÁFICOS DEL PERÚ,Perú,82,1,ADULTOS,2018,AGOSTO,SALA
La otra,Roberto Gavaldón,Fiesta del cine mexicano,México,155,1,ADULTOS,2018,SEPTIEMBRE,SALA
La diosa arrodillada,Roberto Gavaldón,Fiesta del cine mexicano,México,144,1,ADULTOS,2018,SEPTIEMBRE,SALA
Rosauro Castro,Roberto Gavaldón,Fiesta del cine mexicano,México,37,1,ADULTOS,2018,SEPTIEMBRE,SALA
En la palma de tu mano,Roberto Gavaldón,Fiesta del cine mexicano,México,65,1,ADULTOS,2018,SEPTIEMBRE,SALA
La noche avanza,Roberto Gavaldón,Fiesta del cine mexicano,México,39,1,ADULTOS,2018,SEPTIEMBRE,SALA
Seminario de Experiencias de Archivo,,Seminario de Experiencias de Archivo,México,59,1,ADULTOS,2018,SEPTIEMBRE,SALA
Liv & Ingmar,Dheeraj Akolkar,Ingmar Bergman. Celebrando 100 años de su nacimiento,"Noruega, Suecia, Reino Unido",329,6,ADULTOS,2018,SEPTIEMBRE,SALA
Conversando con cineastas,varios,Conversando con cineastas,varios,519,4,ADULTOS,2018,SEPTIEMBRE,SALA
El silencio,Ingmar Bergman,Ingmar Bergman. Celebrando 100 años de su nacimiento,Suecia,1467,12,ADULTOS,2018,SEPTIEMBRE,SALA
Shorts México: Clausura,varios,Shorts México,varios,383,1,ADULTOS,2018,SEPTIEMBRE,SALA
"Calabacitas tiernas (¡Ay, qué bonitas piernas!)",Gilberto Martínez Solares,Fiesta del cine mexicano,México,102,1,ADULTOS,2018,SEPTIEMBRE,SALA
Sonrisas de una noche de verano,Ingmar Bergman,Ingmar Bergman. Celebrando 100 años de su nacimiento,Suecia,1014,12,ADULTOS,2018,SEPTIEMBRE,SALA
El esqueleto de la señora Morales,Rogelio A. González,Fiesta del cine mexicano,México,126,1,ADULTOS,2018,SEPTIEMBRE,SALA
Enamorada,Emilio Fernández,Fiesta del cine mexicano,México,163,1,ADULTOS,2018,SEPTIEMBRE,SALA
Salón México,Emilio Fernández,Fiesta del cine mexicano,México,70,1,ADULTOS,2018,SEPTIEMBRE,SALA
Distinto amanecer,Julio Bracho,Fiesta del cine mexicano,México,94,1,ADULTOS,2018,SEPTIEMBRE,SALA
Ahí está el detalle,Juan Bustillo Oro,Fiesta del cine mexicano,México,132,1,ADULTOS,2018,SEPTIEMBRE,SALA
